id,city,date,year,month,temperature,minimum,maximum,temp_range,precipitation,is_rain,conditions
264,ST Louis,2022-03-01,2022,3,51.6,33.6,73.4,39.800000000000004,0.0,False,clear
265,ST Louis,2022-04-01,2022,4,41.7,33.7,51.1,17.4,0.0,False,partially cloudy
266,ST Louis,2022-05-01,2022,5,63.0,54.1,73.7,19.6,0.0,False,clear
267,ST Louis,2022-06-01,2022,6,74.3,69.2,80.2,11.0,0.517,True,"rain, partially cloudy"
268,ST Louis,2022-07-01,2022,7,84.6,71.9,95.2,23.299999999999997,0.0,False,partially cloudy
269,ST Louis,2022-08-01,2022,8,84.5,75.1,95.2,20.10000000000001,0.0,False,clear
270,ST Louis,2022-09-01,2022,9,72.2,58.0,86.0,28.0,0.0,False,clear
271,ST Louis,2022-10-01,2022,10,56.3,40.9,74.2,33.300000000000004,0.0,False,clear
272,ST Louis,2022-11-01,2022,11,55.7,42.1,74.2,32.1,0.0,False,clear
273,ST Louis,2022-12-01,2022,12,32.7,20.5,42.3,21.799999999999997,0.0,False,partially cloudy
274,ST Louis,2023-01-01,2023,1,54.0,45.9,64.0,18.1,0.0,False,partially cloudy
275,ST Louis,2023-02-01,2023,2,23.7,14.4,31.3,16.9,0.0,False,clear
276,ST Louis,2023-03-01,2023,3,51.9,38.1,65.1,26.999999999999993,0.0,False,clear
277,ST Louis,2023-04-01,2023,4,50.3,41.1,61.7,20.6,0.0,False,partially cloudy
278,ST Louis,2023-05-01,2023,5,56.8,48.8,63.2,14.400000000000006,0.0,False,partially cloudy
279,ST Louis,2023-06-01,2023,6,78.7,65.8,91.8,26.0,0.009,True,rain
280,ST Louis,2023-07-01,2023,7,78.0,71.9,94.7,22.799999999999997,0.641,True,"rain, partially cloudy"
281,ST Louis,2023-08-01,2023,8,75.9,70.3,84.1,13.799999999999997,0.176,True,"rain, partially cloudy"
282,ST Louis,2023-09-01,2023,9,68.3,53.8,83.9,30.10000000000001,0.0,False,clear
283,ST Louis,2023-10-01,2023,10,71.3,57.0,87.0,30.0,0.0,False,clear
284,ST Louis,2023-11-01,2023,11,36.4,26.4,47.9,21.5,0.0,False,clear
285,ST Louis,2023-12-01,2023,12,48.5,44.2,56.9,12.699999999999996,0.266,True,"rain, overcast"
286,ST Louis,2024-01-01,2024,1,34.3,33.1,36.0,2.8999999999999986,0.0,False,overcast
287,ST Louis,2024-02-01,2024,2,53.4,36.3,69.2,32.900000000000006,0.0,False,partially cloudy
288,ST Louis,2024-03-01,2024,3,40.5,31.8,48.8,16.999999999999996,0.062,True,"snow, rain, partially cloudy"
289,ST Louis,2024-04-01,2024,4,72.3,65.5,82.0,16.5,0.15,True,"rain, partially cloudy"
290,ST Louis,2024-05-01,2024,5,71.1,64.2,79.8,15.599999999999994,0.821,True,"rain, partially cloudy"
291,ST Louis,2024-06-01,2024,6,71.0,65.2,78.9,13.700000000000003,0.136,True,"rain, partially cloudy"
292,ST Louis,2024-07-01,2024,7,71.2,59.2,81.4,22.200000000000003,0.0,False,clear
293,ST Louis,2024-08-01,2024,8,84.6,75.8,93.0,17.200000000000003,0.033,True,"rain, partially cloudy"
294,ST Louis,2024-09-01,2024,9,76.2,62.9,88.9,26.000000000000007,0.0,False,partially cloudy
295,ST Louis,2024-10-01,2024,10,67.3,56.2,75.1,18.89999999999999,0.0,False,clear
296,ST Louis,2024-11-01,2024,11,49.1,38.0,62.8,24.799999999999997,0.0,False,clear
297,ST Louis,2024-12-01,2024,12,28.4,22.3,31.0,8.7,0.0,False,partially cloudy
298,ST Louis,2025-01-01,2025,1,35.1,28.3,40.4,12.099999999999998,0.0,False,partially cloudy
299,ST Louis,2025-02-01,2025,2,39.2,29.2,47.2,18.000000000000004,0.0,False,clear
300,ST Louis,2025-03-01,2025,3,38.2,27.1,50.0,22.9,0.0,False,clear
301,ST Louis,2025-04-01,2025,4,49.1,35.6,59.9,24.299999999999997,0.0,False,partially cloudy
302,ST Louis,2025-05-01,2025,5,68.2,63.1,75.7,12.600000000000001,0.384,True,"rain, partially cloudy"
303,ST Louis,2025-06-01,2025,6,71.0,59.9,82.1,22.199999999999996,0.0,False,clear
304,ST Louis,2025-07-01,2025,7,78.3,70.1,86.9,16.80000000000001,0.0,False,clear
